Nowosibirsk ist die größte Stadt Sibiriens.,Novosibirsk is Siberia's largest city.
Die industrielle Revolution war ein wichtiger Wendepunkt in der Geschichte.,The Industrial Revolution was a major turning point in history.
Diesem Album war kommerziell wenig Erfolg beschieden.,This album didn't enjoy much commercial success.
Das größte Hindernis zum Erfolg ist die Angst vor dem Scheitern.,The greatest barrier to success is the fear of failure.
Der einzig sichere Weg einen Truthahn aufzutauen ist im Kühlschrank.,The only safe way to defrost a turkey is in the refrigerator.
Tuberkulose ist nicht selten im Gefängnis.,Tuberculosis is not uncommon in prison.
Das Produkt ist mit Mängeln behaftet.,The product is flawed.
Daniel ist so ein Tollpatsch! Er hat sich beim Golf spielen selbst bewusstlos geschlagen.,Daniel is such a clumsy person! He knocked himself unconscious while playing golf.
Warum hat sie das Haus so fluchtartig verlassen?,Why did she leave the house in such a hurry?
Mein Vater war ein Magier. Er verschwand immer wieder als ich ein Kind war.,My father was a magician. He disappeared a lot when I was a kid.
"Bevor man sich auf einen Rachefeldzug begibt, sollte man zwei Gräber schaufeln.","Before you embark on a journey of revenge, dig two graves."
"Er schaut sich gerade ""Die Schwarzwaldklinik"" auf YouTube an.","He's watching the ""Black Forest Clinic"" on YouTube at the moment."
Die Überschwemmungen in Bosnien haben viel Schaden angerichtet.,The floods in Bosnia have done a lot of damage.
In ihrem Gemütszustand sollte sie nicht Auto fahren.,She shouldn't drive in her emotional state.
Der Rumpf des Schiffes wurde bei der Kollision beschädigt.,The hull of the ship was damaged during the collision.
Wo hast du die Ostereier versteckt?,Where did you hide the Easter eggs?
"""Ein Haus in der Großstadt zu mieten ist ja ganz schön teuer!"" - ""Ach was!""","""Renting a house in the city is quite expensive!"" - ""Of course!"""
"""Mein Lehrer glaubt nicht, dass ich die Prüfung bestehen werde."" - ""Ach was! Natürlich schaffst du das!""","""My teacher doesn't believe that I'll pass the exam."" - ""Nonsense! Of course you'll pass!"""
"""Kannst du das Alphabet aufsagen?"" - ""Ja, kann ich: A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z.""","""Can you recite the alphabet?"" - ""Yes, I can: A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z."""
Costa Rica hat Griechenland im Elfmeterschießen besiegt.,Costa Rica beat Greece in a penalty shootout.
"""Sollen wir uns um 15 Uhr in der Eisdiele treffen?"" - ""Abgemacht!""","""Should we meet at 3 o'clock in the ice-cream parlour?"" - ""Deal!"""
"Als ihm klar wurde, dass seine Krankheit unheilbar war, überkam ihm ein Gefühl tiefer Traurigkeit.",When he realised that his illness was incurable he was overcome by a feeling of deep sadness.
"""Ist dir deine Zukunft ganz und gar gleichgültig?"", sagte sie vorwurfsvoll.","""Don't you care about your future at all?"" she said reproachfully."
Man musste ihm den Magen auspumpen.,It was necessary to pump his stomach.
"Er gab zu nicht die Wahrheit gesagt zu haben, lehnte es jedoch ab sich offiziell zu entschuldigen.","He admitted not telling the truth, but declined to officially apologise."
"""Ich werde niemals Perfektion erlangen"", sagte er bescheiden.","""I will never achieve perfection,"" he said modestly."
Er kümmerte sich rührselig um seine Mutter.,It was touching to see how he took care of his mother.
"Man muss das Eisen schmieden, solange es heiß ist.",One should strike while the iron's hot.
"""Ich weiß nicht was ich ohne dich machen soll"", sagte er tieftraurig.","""I don't know what I would do without you,"" he said with utter sadness."
Der Ausfall eines Triebwerks hat den Flieger zur Rückkehr gezwungen.,The failure of one of the engines forced the plane to return.
Der Schiedsrichter hat das Tor fälschlicherweise nicht gegeben.,The referee wrongly disallowed the goal.
In China wird viel Kohle gefördert.,In China a lot of coal is mined.
"Der Ingenieur glaubt, dass die Zündung kaputt ist.",The engineer believes that the ignition is defective.
Deine Gleichgültigkeit bringt mich noch zum Wahnsinn!,Your indifference is driving me nuts!
Der Patient wurde für hirntot erklärt.,The patient was declared brain-dead.
Eine Transplantation hat ihm das Leben gerettet.,A transplantation saved his life.
"Sie will ihr neugeborenes Baby entweder Fritz, Heinz oder Thomas nennen.","She wants to call her newborn baby either Fritz, Heinz or Thomas."
"Ich kann nicht glauben, dass er einfach kampflos aufgab.",I can't believe that he gave up without a fight.
Die Weltmeisterschaft auszutragen hat Brasilien Unsummen gekostet.,Hosting the World Cup has cost Brazil enormous amounts of money.
Morgen wird der berühmte Modeschöpfer seine neue Kollektion vorstellen.,Tomorrow the famous fashion designer will introduce his new collection.
Wir sollten uns bald heimwärts begeben.,We should start making our way home.
Sie war am Boden zerstört als ihre Katze verschwand.,She was devastated when her cat disappeared.
Ausgerechnet unser bester Spieler hat ein Eigentor geschossen!,Of all people our best player scored an own goal!
In seiner Freizeit jagt er Zombies mit seiner Armbrust.,In his free time he hunts zombies with his crossbow.
In Vietnam leben oft drei Generationen zusammen unter einem Dach.,In Vietnam three generations often live together under one roof.
"Ich nahm ihn beim Wort, dass er mir helfen würde.",I took him at his word that he would help me.
Ich habe die größte Luftgitarren-Sammlung der Welt!,I've got the largest air guitar collection in the world!
Ein geplatztes Trommelfell kann zu einem Hörverlust führen.,A ruptured eardrum can lead to a hearing loss.
Alter Hass und moderne Waffen werden des Menschens Untergang sein.,Old hatreds and modern weapons will be humanity's undoing.
"Du solltest mein Angebot annehmen, ehe ich es mir anders überlege.",You should accept my offer before I change my mind.
Nur eine spezialisierte Firma kann diesen Job fachgerecht durchführen.,Only a specialised company can carry out this job properly.
"Sie schaute so wütend, als ob sie gleich den dritten Weltkrieg anfangen wollte.",She looked angry enough to start World War 3 on the spot.
Das Messegelände ist gleich hier um die Ecke.,The exhibition grounds are just round the corner.
"Komisch, diese Rindfleisch-Klopse schmecken nach Pferd!","Strange, these beef meatballs taste like horse!"
"Schreibe nichts der Böswilligkeit zu, was durch Dummheit hinreichend erklärbar ist.",Never attribute to malice that which can be adequately explained by stupidity.
Heute Morgen haben mich zwei Zeugen Jehovas um 7 Uhr aufgeweckt.,This morning two Jehovah's Witnesses woke me up at 7am.
"""Nur die weisesten und dümmsten Menschen ändern sich nie."" - Konfuzius","""Only the wisest and stupidest of men never change."" - Confucius"
Rom war die Hauptstadt des Römischen Reiches.,Rome was the capital of the Roman Empire.
Der Körper bildet Vitamin D durch Sonnenbestrahlung.,The body synthesises vitamin D from sun exposure.
Die Titanic rammte bei ihrer Jungfernfahrt einen Eisberg.,The Titanic collided with an iceberg on her maiden voyage.
Klapp die Toilettenbrille herunter oder sie flippt aus!,Don't leave the toilet seat up or she'll freak out!
Die Aktienmärkte schnellten am Mittwoch in die Höhe.,Stock markets soared on Wednesday.
Der Nil ist der längste Fluss der Welt.,The Nile is the longest river in the world.
Letzte Woche wurde meinem Vater die Gallenblase entfernt.,Last week my dad had his gall bladder removed.
Nach sechs Jahren Renovierung wurde das Theater wieder eröffnet.,After six years of restoration the theatre has reopened.
Gibt es Leben auf dem Mars?,Is there life on Mars?
"Der Zahnarzt sagte mir, dass meine Weisheitszähne gezogen werden müssen.",The dentist told me that my wisdom teeth need to be removed.
Sie haben für ihre Geburtstagsfeier einen Clown angeheuert.,They hired a clown for her birthday party.
Sie können den Butler zu jeder Zeit - Tag oder Nacht - erreichen.,You can reach the butler at any time day or night.
In Afrika wird viel Elektronikschrott illegal entsorgt.,A lot of electronic waste is illegally disposed of in Africa.
"""Ich hätte mich nicht einmischen sollen"", sagte sie voller Reue.","""I shouldn't have interfered,"" she said full of regret."
"Er hat sich eine Beinverletzung zugezogen, die das Ende seiner Tenniskarriere bedeuten könnte.",He suffered a leg injury that could end his tennis career.
Die Sonne befindet sich im Zentrum des Sonnensystems.,The sun is the centre of the solar system.
Der Mungo hat die Kobra getötet.,The mongoose killed the cobra.
Sein Großvater väterlicherseits war Gewürzhändler.,His paternal grandfather was a spice trader.
Er hatte unter Eid hinsichtlich seiner Beziehung zu ihr gelogen.,He had lied under oath about his relationship with her.
Er schrieb seine lange Lebensdauer dem Einnehmen von nur zwei Mahlzeiten pro Tag zu.,He attributed his longevity to eating just two meals a day.
Die Magnetbahn in Shanghai fährt mit 400 km/Stunde.,The magnetic railway in Shanghai travels at 400km/hour.
Malawi ist eines der ärmsten Länder der Welt.,Malawi is one of the poorest countries in the world.
Tripolis ist die Hauptstadt von Libyen.,Tripoli is the capital of Libya.
Antarktika ist der südlichste Kontinent der Erde.,Antarctica is Earth's southernmost continent.
"Es war erschütternd zu sehen, wie sehr er in den letzten 10 Jahren gealtert ist.",It was shocking to see how much he has aged in the last 10 years.
Entschuldige mal! Ich bin nicht dein Dienstmädchen!,Excuse me! I'm not your maid!
Der Chef hat gute Laune. Frag ihn nach einer Gehaltserhöhung!,The boss is in a good mood. Ask for a raise!
"Wenn du Spaß hast, vergeht die Zeit wie im Flug.",Time flies when you're having fun.
Die Sprache im Römischen Reich war Latein.,The language of the Roman Empire was Latin.
Der frühere tunesische Präsident wurde zu 35 Jahren Gefängnis verurteilt.,The Tunisian ex-President was sentenced to 35 years in jail.
Dies ist eine malerische Gegend Englands.,This is a picturesque part of England.
Das Gebäude hat seine eigene unabhängige Stromversorgung.,The building has its own independent power supply.
Das Unternehmen mietet mehrere riesige Warenlager an.,The company rents several huge warehouses.
Zum ersten Mal in der Geschichte leben mehr Menschen in Städten als in ländlichen Gegenden.,For the first time in history more people are living in cities than in rural areas.
Der Mars hat in etwa die Hälfte des Durchmessers der Erde.,Mars has approximately half the diameter of Earth.
Dieser neue Bakterienstamm ist sehr ansteckend.,This new strain of bacteria is highly infectious.
"Dieses Haus hat einen Weinkeller, ein Billardzimmer und einen Swimmingpool.","This house has a wine cellar, a billiard room and a swimming pool."
In den vergangenen Tagen gab es heftige Kämpfe in und außerhalb der Stadt.,There has been fierce fighting in and around the city in recent days.
Athen ist berühmt für die Akropolis.,Athens is famous for the Acropolis.
Die Überlebenschancen bei Krebs haben sich in den letzten 40 Jahren verdoppelt.,Cancer survival rates have doubled in the last 40 years.
Die Beatles waren ohne Frage die einflussreichste Band des zwanzigsten Jahrhunderts.,The Beatles were undoubtedly the most influential band of the twentieth century.
Der Anstieg des Ölpreises wird schwerwiegende Folgen für die Wirtschaft haben.,The rising price of oil will have dire consequences on the economy.
Der Diktator und seine Familie hatten einen ausschweifenden Lebensstil.,The dictator and his family had a very exorbitant lifestyle.
Die USA haben viele Militärbasen in der ganzen Welt.,The United States has a lot of military bases around the world.
Die globale Erwärmung hat Auswirkungen auf die Arktis.,Global warming is affecting the Arctic.
"Bei manchen Antidepressiva vermutet man, dass sie das Aggressionspotenzial erhöhen.",Some antidepressants are suspected of increasing the risk of violent behaviour.
"Golf ist eine der langweiligsten Sportarten, die man sich im Fernsehen ansehen kann.",Watching golf is one of the dullest sports to watch on TV.
Uganda ist stark abhängig von der Tourismusindustrie.,Uganda is heavily reliant on the tourism industry.
"Erdbeben stärker als Magnitude 8,5 sind selten.",Earthquakes greater than magnitude 8.5 are rare.
"Niemand wagte es, ihre Autorität in Frage zu stellen.",No one dared to question her authority.
Sie hatten versprochen es so schnell wie möglich zu Ende zu bringen.,They promised to finish it as soon as possible.
"Mir tut der Schwachkopf, der sich in dich verliebt, jetzt schon leid.",I pity the fool that falls in love with you.
Der größte Teil von Neuguinea besteht aus tropischem Regenwald.,Most of New Guinea is covered in tropical rainforest.
"Würden alle Insekten von der Erdoberfläche verschwinden, gäbe es innerhalb von fünfzig Jahren kein Leben mehr auf der Erde.","If all the insects were to disappear from the Earth, within fifty years all life on Earth would end."
Ich liebe es am offenen Kamin zu sitzen.,I love to sit in front of the fireplace.
Die Ausbeutung des Regenwaldes ist zu einem besorgniserregenden Problem geworden.,The exploitation of the rainforest has become a major worry.
Wissenschaftler haben eine neue Lemurenart entdeckt.,Scientists have found a new lemur species.
Der Drogenbaron wurde während eines Schusswechsels getötet.,The drug lord was killed during a gun battle.
Er ist immer in dubiose Geschäfte verwickelt.,He's always involved in some shady deals.
"Auf dem Schild draußen steht: ""Personal gesucht, bitte bewerben Sie sich im Laden""","The sign outside reads: ""Staff wanted - apply within""."
Es wird seit Jahrzehnten vor dem Rauchen gewarnt und trotzdem rauchen viele Leute weiterhin.,"Despite decades of warnings, people still continue smoking."
Der plötzliche Anstieg der Aktienpreise hat die Wirtschaftsexperten überrascht.,The sudden rise in share prices has surprised economists.
Einige Leute betrachten den Buddhismus als eine Philosophie und nicht als eine Religion.,Some people regard Buddhism as a philosophy not a religion.
Man lebt nur einmal - es sei denn man ist ein Hindu!,You only live once - unless you are Hindu!
In dieser kargen Gegend leben nur wenige Menschen.,Not a lot of people live in this barren landscape.
Sein guter Vorsatz für das neue Jahr ist es abzunehmen.,His New Year's resolution is to lose weight.
Wasserstoff besteht aus einem Proton und einem Elektron.,Hydrogen consists of one proton and one electron.
Dieser brutale Terrorakt kostete vielen Menschen das Leben.,This brutal act of terrorism cost many people's lives.
Ohne den Mikrochip gäbe es keine moderne Computer.,Without the microchip there would be no modern computers.
Während des Erdbebens in Haiti brachen viele Verbrecher aus dem Gefängnis aus.,During the earthquake in Haiti a lot of criminals escaped from prison.
Helium ist ein farbloses und geruchloses Gas.,Helium is a colourless and odourless gas.
"Die Aufgabe des Imkers ist es, Honig von Bienen zu klauen.",The job of a beekeeper is to steal honey from bees.
"Mit dem Hund Gassi gehen, ist eine wunderbare Art, sportlich aktiv zu sein.",Walking your dog is a great way to get regular exercise.
Mein Vater ist ein großer Fan dieses niederländischen Geigers.,My dad is a big fan of this Dutch violinist.
Sind Selbstgespräche das erste Zeichen von Verrücktheit? Ich glaube schon!,Is talking to yourself the first sign of madness? I think so!
Bulgarisch und Russisch sind sehr ähnliche Sprachen.,The Bulgarian and Russian language are very similar.
"Wenn du abnehmen möchtest, musst du weniger essen und mehr Sport treiben.",If you want to lose weight you need to eat less and exercise more.
Ich leihe mir immer Geld von Pessimisten. Sie erwarten es nicht zurück.,I always borrow money from pessimists. They won't expect it back.
Ist auf deinem Computer ein Textverarbeitungsprogramm installiert?,Is there a word processor installed on your computer?
"Fieber, Schüttelfrost und Erbrechen sind Symptome von Malaria.","Symptoms of malaria include fever, shivering and vomiting."
"Ermittlungen, die untersuchen was zu seinem Tod führte, laufen noch.",An investigation of what led to his death is still ongoing.
"Nachdem er sich mit Malaria angesteckt hat, hatte er Angst zu sterben.",He feared he would die after contracting malaria.
Steinigungen werden in manchen Ländern immer noch praktiziert.,Stoning is still practiced in some countries.
Mein Bruder unterrichtet Wirtschaftswissenschaften in London.,My brother teaches economics in London.
"Das ist das schlechteste Hotel, in dem ich je übernachtet habe.",This is the worst hotel I've ever stayed in.
Millionen von Menschen sind im 20. Jahrhundert an den Pocken gestorben.,Millions of people died of smallpox in the 20th century.
Die meisten Bereiche des Gehirns sind im Schlaf immer noch aktiv.,Most areas of the brain are still active during sleep.
Entgegen dem Volksglauben steckt der Strauß seinen Kopf nicht in den Sand.,Contrary to popular belief the ostrich does not hide its head in the sand.
Die Flugindustrie ist sehr umkämpft.,The airline industry is very competitive.
"Das Passwort, das du eingegeben hast, ist inkorrekt.",The password you entered is incorrect.
Ich war immer sehr unentschlossen. Jetzt bin ich mir da nicht mehr so sicher.,I used to be indecisive. Now I'm not sure about that anymore.
Uruguay gewann das erste Endspiel der Weltmeisterschaft im Jahre 1930.,Uruguay won the first World Cup final in 1930.
Meiner Meinung nach sind Militärparaden eine vulgäre Zurschaustellung von Macht.,In my view a military parade is a vulgar display of power.
"Einige Leute glauben immer noch, dass die Mondlandung ein Schwindel war.",Some people still believe that the moon landing was a hoax.
Der Dienstvorgesetzte hat die Schwere der Lage nicht erkannt.,The supervisor did not recognise the gravity of the situation.
"Krokodile, Eidechsen, Schlangen und Schildkröten sind alles Reptilien.","Crocodiles, lizards, snakes and turtles are all reptiles."
China ist das bevölkerungsreichste Land der Erde.,China has the world's largest population.
"Nur Burma, Liberia und die Vereinigten Staaten benutzen nicht das metrische System.","Only Burma, Liberia, and the United States don't use the metric system."
Die Geburt des Universums begann mit dem Urknall.,The birth of the universe started with the big bang.
Ich verstehe nicht. Könntest du das bitte umformulieren?,"I don't understand. Could you rephrase that, please?"
"Sie haben viele Haustiere: Hunde, Katzen, ein Fisch und sogar eine Eidechse!","They have a lot of pets: Dogs, cats, a fish and even a lizard!"
Diese Zahnpasta beinhaltet nur natürliche Inhaltsstoffe.,This toothpaste contains only natural ingredients.
Er wurde als Bodyguard für einen wohlhabenden Geschäftsmann angeheuert.,He was hired as a bodyguard of a wealthy businessman.
Verarbeitete Lebensmittel haben eine größere Gewinnspanne als natürliche Lebensmittel.,Processed foods have a higher profit margin than natural foods.
"Der Polizist sagte dem Jungen, er solle keinen Müll fallenlassen.",The policeman told the boy not to drop litter.
Leider können wir Preiserhöhungen nicht aus dem Weg gehen.,Unfortunately we can't avoid raising prices.
Sie ging bis zu ihrem 15. Lebensjahr auf eine katholische Schule.,She attended a Catholic school until the age of 15.
Die Regierung plant Lehrern mehr Freiraum hinsichtlich der Lehrpläne zu geben.,The government plans greater freedom for teachers over the curriculum.
In der Trockenzeit ist der Wasserstand niedrig.,In the dry season the water level is low.
"Der Film ""Die Nacht der lebenden Toten"" wird als klassischer Horrorfilm angesehen.","""Night of the Living Dead"" is considered a horror movie classic."
"Der Verbrecher wurde geschnappt, als seine DNA auf einer Zigarette gefunden wurde.",The criminal was caught when his DNA was found on a cigarette.
Drücke die Escape-Taste um aus dem Vollbildmodus herauszukommen.,Press the Escape key to exit full screen mode.
Ich habe mich geschnitten. Ich bin so tollpatschig!,I've cut myself. I'm so clumsy!
Verwenden Sie bitte keine Geschmacksverstärker in meinem Gericht.,Please don't use any flavour enhancer in my dish.
Die Tschernobyl-Katastrophe hatte schlimme Folgen.,The Chernobyl disaster had devastating consequences.
Diese Krankheit wurde vor 30 Jahren ausgemerzt.,This disease was eradicated 30 years ago.
"Ich kann nicht ungeschehen machen, was passiert ist.",I can't undo what happened.
Er ist eine einflussreiche Persönlichkeit in der Musikindustrie.,He is an influential figure in the music industry.
