Du musst nicht so brüllen. Ich bin nicht taub.,You don't have to yell. I'm not deaf.
Gegen ihn wurde eine Ermittlung eingeleitet.,An investigation has been launched against him.
Du solltest nicht so viele Fertiggerichte essen.,You shouldn't eat so many ready-made meals.
Diese neue Behandlungsmethode ist sehr umstritten.,This new method of treatment is very controversial.
Ich habe Rotwein über mein neues Abendkleid geschüttet.,I spilled red wine over my new evening dress.
Der Dieb riss ihr ihre Handtasche von der Schulter,The thief yanked her handbag off the shoulder.
Dieses Seil ist zu schwach. Es wird bald reißen.,This rope is too weak. It will snap soon.
Kannst du bitte drangehen?,Can you pick up the phone please?
"Seit ich die neuen Schuhe habe, tut meine linke Ferse weh.",My left heel has been hurting since I got the new shoes.
Die Polizei nahm eine Suche nach Beweisen im Haus des Verdächtigen vor.,The police carried out a search for evidence at the suspect's house.
"Er wurde 24 Stunden lang festgehalten, aber dann freigelassen.",He was detained for 24 hours but then released.
Gute Freunde werden dir in jeder Not beistehen.,Good friends will stand by you during any hardship.
Er verfasste seine Memoiren im Alter von 70 Jahren.,He wrote his memoirs at the age of 70.
Wir müssen hier umdrehen und zurückfahren.,We have to turn around here and drive back.
"Sie würde alles tun, um aufzufallen.",She would do anything to attract attention.
Sie sprang kopfüber ins Becken.,She jumped into the pool headfirst.
Die Arbeit im Kontrollturm erfordert viel Konzentration.,Working in a control tower requires a lot of concentration.
Du solltest dich am Geländer festhalten.,You should hold on to the railing.
Kannst du einen Laden mit schöner Damenwäsche empfehlen?,Can you recommend a shop with beautiful lingerie?
Der Boxer gewann den Kampf mit nur einem Schlag ins Gesicht seines Gegners.,The boxer won the fight with only one blow to his opponent's face.
"Du musst ein tiefes Loch graben, wenn du einen Baum pflanzen willst.",You have to dig a deep hole if you want to plant a tree.
In diesem Hotel können Sie pro Tag drei Kleidungsstücke kostenlos waschen lassen.,"In this hotel, you can have three pieces of clothing washed for free per day."
Ich kann meine Haarklammer nicht finden.,I can't find my hair clip.
Ich habe aus Versehen koffeinfreien Kaffee gekauft.,I bought decaffeinated coffee by mistake.
Wir essen heute Käsekuchen mit Brombeeren zum Dessert.,We're having cheesecake with blackberries for dessert today.
Für dieses Rezept brauchst du drei Knoblauchzehen.,"For this recipe, you need three cloves of garlic."
Viele Jugendliche können nicht ohne ihr Smartphone leben.,Many teenagers can't live without their smartphone.
"Das ist mein Haus, also kann ich die Regeln festlegen!","This is my house, so I can lay down the rules!"
"Ich versuche lediglich, dir zu helfen!",I'm only trying to help you!
Die Mehrzahl der Bewohner dieses Dorfes ist über 60 Jahre alt.,The majority of this village's inhabitants is older than 60.
Ich muss mitten in der Nacht aufstehen und zum Flughafen fahren.,I have to get up in the middle of the night and go to the airport.
Er ist hingefallen und hat sich den Zeigefinger gebrochen.,He fell and broke his index finger.
Diese Geschäftsfrau ist ein Vorbild für junge Menschen.,This business woman is a role model for young people.
Ich kann diese Kälte nicht ausstehen!,I can't stand this cold!
"Während der Tour können Sie dabei zusehen, wie Gläser geblasen werden.","During the tour, you can watch glasses being blown."
Nach drei Tagen erreichten sie endlich die Spitze des Berges.,"After three days, they finally reached the peak of the mountain."
Sollen wir heute das Brandenburger Tor besichtigen?,Shall we visit the Brandenburg Gate today?
"In einer Beziehung ist es wichtig, sich gegenseitig zu achten.",In a relationship it is important to respect one another.
"Sie war lange Zeit alleinstehend, bis sie sich wieder verliebte.",She was single for a long time until she fell in love again.
Ich kann seinen Namen nicht korrekt aussprechen.,I cannot pronounce his name correctly.
Nach einem zweistündigen Flug erreichten sie ihr Ziel.,"After a two-hour flight, they reached their destination."
Er rutschte aus und fiel auf seinen Hintern.,He slipped and landed on his backside.
In Deutschland musst du deinen Wohnsitz bei der zuständigen Behörde anmelden.,"In Germany, you must register your residence with the appropriate authority."
Die Frist für die Kündigung ist abgelaufen.,The deadline for giving notice has expired.
Dieser Typ ist ein übler Zeitgenosse.,This guy is a nasty character.
Die Kugel durchschlug die Wand.,The bullet penetrated the wall.
Mut ist Widerstand gegen die Angst.,Courage is resistance to fear.
Mais wird vorwiegend als Futtermittel verwendet.,Corn is mostly used as animal feed.
"Sie haben mich geschickt, um den Vertrag auszuhandeln.",They sent me to negotiate the contract.
Das sieht nach einer gefälschten Banknote aus.,This looks like a false banknote.
Können Sie den Täter genauer beschreiben?,Can you describe the perpetrator in more detail?
"Jürgens Pate konnte dieses Jahr nicht zu seinem Geburtstag kommen, aber er schickte ihm ein großzügiges Geschenk.","This year Jürgen's godfather didn't make it to his birthday, but he sent him a generous present."
Das Baby trägt niedliche Höschen mit Herzchen drauf.,The baby is wearing cute panties with hearts on it.
Ich muss ganz schnell ins Krankenhaus weil bei meiner Frau die Wehen eingesetzt haben.,I have to rush to hospital because my wife has gone into labour.
"Du lieber Himmel, was ist denn hier passiert?","Oh my God, what on earth happened here?"
Das Wetter ist heute heiter bis wolkig.,Today's weather is sunny and occasionally cloudy.
Dieses Medikament ist auch als Pulver erhältlich.,This medicine is also available in powder form.
Der Ober serviert Champagner und Austern.,The waiter is serving champagne and oysters.
Das Büro von Dr. Ackermann ist im ersten Geschoss.,The office of Dr. Ackermann is on the first floor.
Leider hat die Behandlung nicht angeschlagen.,"Unfortunately, the treatment didn't work."
"Wir haben vergessen Hannah einzuladen. Wie auch immer, sie hätte sowieso nicht kommen können.",We forgot to invite Hannah. Anyways she wouldn't have been able to come.
Haben Sie Ihre Steuererklärung schon eingereicht?,Have you already submitted your tax return?
"""Wie kommst du denn darauf?"", fragte er überrascht.","""How did you get that idea?"" he asked surprised."
"Herr Ober, ich möchte etwas bestellen!","Waiter, I'd like to order something!"
Er hatte nicht aufgepasst und daher konnte er die Aufgabe nicht lösen.,He had not paid attention and therefore could not complete the task.
Sein Erfolgsgeheimnis ist eiserne Disziplin.,His secret of success is iron discipline.
"Als ich jung war, trug ich mein Haar zum Zopf gebunden.","When I was younger, I used to wear a pigtail."
Er schenkt seiner Freundin Reizwäsche zum Geburtstag.,He gives his girlfriend sexy underwear for her birthday.
Ein behutsamer Umgang mit dem Gerät ist wichtig.,The appliance has to be handled with care.
Ich gebe das Projekt an meine Kollegin ab.,I am handing over this project to my colleague.
Sie können diese Immobilie ab sofort erwerben.,You can acquire this property as of now.
Von außen sieht das Gebäude sehr futuristisch aus.,The building looks very futuristic from the outside.
Ich habe die Veranlagung zum Grübeln.,I tend to ponder.
Mein Patenonkel ist immer für mich da.,My godfather is always there for me.
Er will die Firma auf Schadensersatz verklagen.,He wants to sue the company for compensation.
Für ausreichende Versorgung mit Lebensmitteln ist gesorgt.,There is sufficient supply of food.
Er schaute sie hasserfüllt an.,He looked at her full of hatred.
"Stimmt es, dass man abends Kohlenhydrate vermeiden soll?",Is it true that you should avoid carbohydrates in the evening?
"Er sagte zu ihr: ""Gott segne dich!""","He said to her: ""God bless you!"""
Mein Kind braucht kein Lätzchen mehr!,My child doesn't need a bib anymore!
"Sobald er achtzehn ist, kann er über sein geerbtes Geld frei verfügen.","As soon as he is eighteen, he will have free access to his inherited money."
Sie ist der polnischen Sprache kundig.,She has a good knowledge of the Polish language.
Trotz allem versank er nicht in Selbstmitleid.,In spite of everything he didn't wallow in self pity.
Seine Reaktion war eher verhalten.,His reaction was rather restrained.
Sie wischte sich die Hände an ihrer Schürze ab.,She wiped her hands on her apron.
Aprikosen enthalten wichtige Vitamine und Mineralien.,Apricots contain important vitamins and minerals.
Er war ein äußerst talentierter Musiker.,He was an extremely talented musician.
Der Fels wurde in zwei Etappen gesprengt.,The rock was blown up in two stages.
Eine Wohnung im Erdgeschoss fing Feuer.,A flat on the ground floor caught fire.
"""Das Spülbecken ist voll mit schmutzigem Geschirr! Kümmere dich darum!"", sagte sie wütend.","""The sink is full of dirty dishes! Take care of it"" she said angrily."
Sie erschauderte vor Ekel als sie die große Spinne sah.,She shuddered with disgust when she saw the big spider.
"Herr Ober, ich möchte bestellen.","Waiter, I'd like to order."
Sie kann nur weiche Nahrung zu sich nehmen.,She can only eat soft food.
Die Evakuierung der Bewohner verlief nicht problemfrei.,The evacuation of the residents wasn't without problems.
Er war stets ein Kavalier.,He was always a gentleman.
Ich habe einen Rote Bete Auflauf mit Mandeln gemacht.,I made a beetroot casserole with almonds.
Der kurdische Rebellenführer erklärte einen Waffenstillstand mit der Türkei.,The Kurdish rebel leader declared a ceasefire with Turkey.
Madagaskar wurde von Heuschrecken befallen.,Madagascar has been infested by locusts.
"Wir haben versucht, die Maus mit einem kleinen Stück Käse zu fangen.",We tried to catch the mouse with a little piece of cheese.
Ein Neustart des Computers hat das Problem behoben.,Rebooting the computer fixed the problem.
Die Menschen greifen in die Lebensräume der Elefanten ein.,Humans are encroaching on the habitats of elephants.
Der tunesische Premierminister ist zurückgetreten.,The Tunisian Prime Minister has resigned.
Diese Dokumentation enthält eine Analyse der globalen Finanzkrise.,This documentary provides an analysis of the global financial crisis.
"Der Präsident der Vereinigten Staaten wird nicht direkt vom Volk, sondern durch das Electoral College gewählt.","The President of the United States is elected not by the people, but by the Electoral College."
Ich würde gerne Bratkartoffeln mit geräuchertem Lachs essen.,I would like to eat fried potatoes with smoked salmon.
Christiane bekam ihre Drogensucht nie in den Griff.,Christiane never got her drug addiction under control.
Die Strecke zwischen München und Augsburg beträgt 60 km.,The distance between Munich and Augsburg is 60 km.
Bauarbeiter haben einen menschlichen Schädel und einen Oberschenkel-Knochen gefunden.,Construction workers have found a human skull and a thigh bone.
Lukas kehrt eher als erwartet nach Dortmund zurück.,Lukas returns to Dortmund earlier than expected.
Sie hat mich faustdick angelogen.,She told me a whopping lie.
Willst du nach Dienstschluss in eine Kneipe gehen?,Do you want to go to a pub after work?
Die Siamesischen Zwillinge wurden erfolgreich getrennt.,The conjoined twins were successfully separated.
Er widmete das Buch seinen Eltern.,He dedicated the book to his parents.
"""Zum Wohl!"", sagte er und hob sein Glas.","""Cheers!"" he said and lifted his glass."
Sie betreuen einen Flüchtling aus Syrien.,They look after a refugee from Syria.
Er tat es ohne Widerworte.,He did it without protest.
Die Erde hat ein magnetisches Feld.,Earth has a magnetic field.
Das geht auf keine Kuhhaut!,That is absolutely incredible! / That's going too far!
Bitte fahr nicht so dicht auf!,Please don't follow (the cars in front) so closely!
"Sie kniete sich neben ihn und versuchte, ihn wiederzubeleben.",She knelt beside him and tried to resuscitate him.
Nacktschnecken haben unseren Garten zerstört.,Slugs have destroyed our garden.
Die Prinzessin wurde von einem bösen Zauberer in einen Schwan verwandelt.,The princess was turned into a swan by an evil sorcerer.
Mit wem bist du nach Istanbul gereist?,With whom did you go to Istanbul?
Die UN-Vollversammlung verurteilte das US-Embargo gegen Kuba.,The UN General Assembly condemned the U.S. embargo against Cuba.
Hat das Auto Airbags?,Does this car have airbags?
Sie hinterließ einen Zettel auf dem Küchentisch.,She left a note on the kitchen table.
Die Umweltverschmutzung in China hat verheerende Auswirkungen.,The pollution in China has devastating effects.
Kuba ist die größte Insel in der Karibik.,Cuba is the largest island in the Caribbean.
"Bitte klopfen Sie an, bevor Sie den Raum betreten!",Please knock before entering the room!
Diese Grapefruit schmeckt sehr bitter.,This grapefruit tastes very bitter.
Die Entdeckung von Penizillin hat viele Leben gerettet.,The discovery of penicillin saved many lives.
"Der Zug teilt sich hier. Wenn Sie zum Flughafen wollen, setzen Sie sich bitte in den hinteren Teil des Zuges.",The train divides here. If you want to go to the airport please move to the rear of the train.
"Ein Witz ist nicht lustig, wenn man ihn erklären muss.",A joke isn't funny if you have to explain it.
"""Es ist schwierig bescheiden zu sein, wenn man so großartig ist wie ich."" - Muhammad Ali","""It's hard to be humble, when you're as great as I am."" - Muhammad Ali"
Diese Kaffeebohnen kommen aus Äthiopien.,These coffee beans are from Ethiopia.
Die Sonnenuntergänge auf dieser griechischen Insel sind spektakulär.,The sunsets on this Greek island are spectacular.
Man kann eine Menge von seinen Kindern lernen. Wie viel Geduld man zum Beispiel hat.,You can learn a lot from your children. How much patience you have for instance.
Er flog zu einer Debatte über globale Erwärmung in seinem eigenen privaten Hubschrauber.,He flew to a global warming debate in his own private helicopter.
Der Astronaut kehrte in einer Kapsel wieder zur Erde zurück.,The astronaut returned to earth in a capsule.
Er entspannt sich in der Hängematte.,He is relaxing in the hammock.
Lamas spucken manchmal.,Llamas sometimes spit.
Einige Bakterien sind gegen Antibiotika resistent geworden.,Some bacteria have become resistant to antibiotics.
Er tötete den Drachen und rettete die Prinzessin.,He killed the dragon and saved the princess.
"Die Demonstranten versuchten, die US-Botschaft in Jemen zu stürmen.",Protesters attempted to storm the U.S. Embassy in Yemen.
Es gibt viele Windkraftanlagen in der Nähe von Kopenhagen.,There are many wind turbines near Copenhagen.
Viele Menschen nahmen an der Blumenschau teil.,A lot of people attended the flower show.
Viele Inseln in den Seychellen sind in Privatbesitz.,Many islands in the Seychelles are privately owned.
Scheitern ist ein fester Bestandteil seines Lebens.,Failure is an integral part of his life.
"Kannst du dich um meine Katze kümmern, während ich im Urlaub bin?",Can you look after my cat while I'm on holiday?
Sansibar gehört zu Tansania.,Zanzibar is a part of Tanzania.
Es gibt viele Schiffswracks entlang dieser Küste.,There are many shipwrecks along this coastline.
Die Metastasen haben sich auf andere Organe ausgebreitet.,The metastases have spread to other organs.
Impfstoffe verursachen keinen Autismus.,Vaccines do not cause autism.
Sein ganzes Geld wurde für wohltätige Zwecke gespendet.,All his money had been donated to charity.
Baseball ist der Nationalsport in Taiwan.,Baseball is the national sport in Taiwan.
Hunde sollten gegen Tollwut geimpft sein.,Dogs should be vaccinated against rabies.
Die Echtheit des Videos konnte nicht überprüft werden.,The authenticity of the video could not be verified.
"Diplomatie ist der beste Weg, die Krise zu lösen.",Diplomacy is the best way to resolve the crisis.
Albert Einstein war ein Humanist.,Albert Einstein was a Humanist.
Er hat eine säkulare humanistische Weltanschauung.,He has a secular humanist worldview.
"Er gründete sein eigenes Unternehmen, weil er nicht gerne für andere Leute arbeitete.",He started his own business because he didn't like working for other people.
Sie ist gemischtrassig.,She is of mixed race.
Dies ist ein Bild von meiner Urgroßmutter.,This is a picture of my great-grandmother.
Wir werden schon irgendwo eine Unterkunft finden!,We will surely find accommodations somewhere!
Kannst du meinen Sakko in die Reinigung bringen?,Can you take my sports jacket to the cleaners?
Die deutsche Grammatik hat ihn an den Rand des Zusammenbruchs gebracht.,The German grammar has brought him to the brink of collapse.
Möge die Macht für immer mit dir sein!,May the Force be with you forever!
Sie haben ein sehr inniges Verhältnis.,They have a very close relationship.
Ich laufe jeden Tag entlang des Kanals.,Every day I run along the canal.
Die Bronx ist der ärmste Stadtteil von New York.,The Bronx is the poorest district of New York.
"""Das ist wieder so typisch deutsch!"", sagte sie und seufzte.","""That is so typically German again!"" she said and sighed."
"Nur zwei Dinge sind unendlich, das Universum und die menschliche Dummheit, aber bei dem Universum bin ich mir noch nicht ganz sicher.","Only two things are infinite, the universe and human stupidity, and I'm not sure about the former."
"Sie kündigte, nachdem sie monatelang von ihrem Chef schikaniert wurde.",She quit after being bullied for months by her boss.
Mit meiner Verwandtschaft verstehe ich mich sehr gut.,I get along very well with my in-laws.
Morgen findet eine Flugvorführung statt. Willst du hingehen?,Tomorrow an airshow will take place. Do you want to go there?
Willst du ein Stück Kuchen oder lieber Obstsalat?,Do you want a piece of cake or rather fruit salad?
Zum Nachtisch gibt es Götterspeise.,For dessert we have Jell-O.
Die Euphorie verflog schnell.,The euphoria faded quickly.
Das Projekt war auch in finanzieller Hinsicht ein Erfolg.,The project was a success financially as well.
Straßen? Wo wir hinfahren brauchen wir keine Straßen.,Roads? Where we're going we don't need roads.
Mein Vater ist momentan in Kolumbien.,My father is currently in Colombia.
Dieses Thema finde ich hochinteressant.,I find this topic most interesting.
Lieber in der Hölle regieren als im Himmel dienen.,"Better to reign in Hell, than serve in Heaven."
Was war zuerst da - die Henne oder das Ei?,Which came first - the chicken or the egg?
Das hat mich ein Vermögen gekostet!,That cost me a fortune!
Schwangere Frauen sollten keinen Thunfisch essen.,Pregnant women should not eat tuna.
Kolibris können rückwärts fliegen.,Hummingbirds can fly backwards.
Heute essen wir Hirse statt Reis.,Today we'll eat millet instead of rice.
"""Wieso bestimmst du immer alles!"", sagte sie erbost.","""Why do you decide everything all the time!"" she said furiously."
"""Meine Enkeltochter kann schon sprechen?"", sagte er erstaunt.","""My granddaughter can already talk?"" he said surprised."
Die Landebahn muss erst geräumt werden.,The runway has to be cleared first.
"""Keine Sorge! Er wird es schon richten!"", sagte sie voller Zuversicht.","""Don't worry! He surely will fix it!"" she said full of confidence."
So eine Demütigung will er nicht einfach hinnehmen.,He doesn't want to put up with such a humiliation.
Dieses Flugzeug ist unbemannt.,This airplane is unmanned.
Wie lange muss der Teig geknetet werden?,How long should the dough be kneaded?
In diesem Zustand können wir die Ware nicht zurücknehmen.,We can't take back the goods in this condition.
Mein Enkelsohn wird morgen drei Jahre alt.,Tomorrow my grandson turns three.
"""Meine Stiefmutter war eine Hexe!"", sagte sie angewidert.","""My stepmother was a witch!"" she said with disgust."
Kannst du den Geschirrspüler ausräumen?,Could you empty the dishwasher?
Er hat einen Krampf in seiner Wade.,He has a cramp in his calf.
Die Medien haben kaum über diesen Vorfall berichtet.,The media barely reported on this event.
Mein Schwager hat als Flugbegleiter gearbeitet.,My brother-in-law worked as a flight attendant.
Dem Antrag wurde nicht stattgegeben.,The application was not approved
Diese antike Münze ist viel wert.,This antique coin is worth a lot.
Die Klinge dieses Messers ist stumpf.,The blade of this knife is dull.
Wie viel Porto braucht dieser Brief nach Bulgarien?,How much postage does this letter to Bulgaria need?
Sind diese Tomaten aus biologischem Anbau?,Are these organic tomatoes?
Er träumt davon einmal um die ganze Welt zu segeln.,He dreams of sailing around the world one day.
"Wieso bist du überhaupt gekommen, wenn es dir keinen Spass macht?",Why did you come anyway if you don't like it?
"Wo ist der Korb, den wir immer für unser Picknick verwenden?",Where is the basket we always use for our picnic?
Das Gewitter hat den Hund ganz verschreckt.,The thunderstorm frightened the dog a lot.
Er ist immer sehr mitfühlend mit seinen Patienten.,He's always very caring with his patients.
Seit wann ist sie mit Bernd verlobt?,Since when is she engaged to Bernd?
Ich verstehe mich sehr gut mit meinem Vetter.,I get along very well with my cousin.
"""Hast du ein Glas Wasser für mich? Meine Kehle ist ganz trocken!""","""Do you have a glass of water for me? My throat is completely dry!"""
Erdkunde ist eines ihrer Lieblingsfächer.,Geography is one of her favourite subjects.
Nach fast sechs Jahren Krieg herrschte endlich wieder Frieden.,"After almost six years of war, peace finally returned."
Der Sicherheitsgurt hat ihm wahrscheinlich das Leben gerettet.,The safety belt probably saved his life.
Er arbeitet am Fließband in einer nahegelegenen Fabrik.,He works on an assembly line at a nearby factory.
Mein Urgroßvater hat den gleichen Vornamen wie ich.,My great-grandfather and I have the same first name.
"""Komm zur Sache! Ich habe nicht ewig Zeit!"", sagte er ungeduldig.","""Get to the point! I don't have all day!"" he said impatiently."
"Wenn du immer noch nicht fließend Deutsch sprichst, liegt das wahrscheinlich daran, dass du nicht genug übst!","If you are still not speaking German fluently, it's probably because you aren't practicing enough!"
Dies ist wahrscheinlich die beste Webseite um Deutsch zu lernen!,This is probably the best website to learn German!
Weißt du wo die Anleitung der Geschirrspülmaschine ist?,Do you know where the manual for the dishwasher is?
Das letzte Gespräch mit meinem Vater war sehr bewegend.,The last conversation with my father was very moving.
Mit welcher Fluglinie bist du geflogen?,With which airline company did you fly?
"X, Y und Z sind die letzten drei Buchstaben des Alphabets.","X, Y and Z are the last three letters of the alphabet."
"Er war so zornig, dass er seine Faust auf den Tisch schlug.",He was so angry that he slammed his fist on the table.
"""Na endlich! Da bist du ja. Ich habe schon ewig auf dich gewartet!""","""Finally! There you are. I've been waiting for you for ages!"""
Der Locher ist in der obersten Schublade.,The hole puncher is in the top drawer.
Kannst du bitte den Eimer ausleeren?,Could you please empty the bucket?
"""Wahnsinn! Hast du gesehen was für eine schlanke Taille diese Frau hat?""","""Wow! Did you see what a slender waist that woman has?"""
"""Keine Sorge!"", flüsterte er mir ins Ohr.","""Don't worry!"" he whispered into my ear."
Hoffentlich gibt es bei der Passkontrolle keine Probleme.,Hopefully there will be no problems during the passport control.
Der Zollbeamte winkte uns durch.,The customs officer waved us through.
"""Schade! Es klappt bestimmt beim nächsten Mal!""","""What a pity! I'm sure it will work out next time!"""
Juhu! Morgen gehen wir in den Vergnügungspark!,Hooray! Tomorrow we'll go to the amusement park!
"Die Vokale der deutschen Sprache sind A, E, I, O, U.","The vowels of the German language are A, E, I, O, U."
Spanien hat 2:0 gegen Chile verloren. Wie peinlich!,Spain lost 2:0 against Chile. How embarrassing!
"""Keine Bange! Es wird alles gut gehen!"", sagte er voller Zuversicht.","""Don't worry! Everything will be all right!"" he said full of confidence."
"Im Zorn sagt sie oft Dinge, die sie später bereut.",When angry she often says things she later regrets.
Er hat seinen Anschlussflug verpasst.,He missed his connecting flight.
Warum halten Sie sich nicht an die Vereinbarung?,Why don't you stick to the agreement?
Viele Gebiete dieses Regenwaldes sind noch unerforscht.,Many regions of this rainforest are still unexplored.
Hat er angebissen?,Did he take the bait?
"""Das muss ausgerechnet mir passieren!"", sagte sie frustriert.","""Of all people it had to happen to me!"" she said with frustration."
Viele Zeitungsartikel haben reißerische Überschriften.,Many newspaper articles have sensational headlines.
"Allem kann ich widerstehen, nur der Versuchung nicht.",I can resist everything except temptation.
"""Du kommst aus München und trinkst kein Bier?"", sagte sie überrascht.","""You are from Munich and you don't drink beer?"" she said surprised."
"Bänder verbinden Knochen mit Knochen, wohingegen Sehnen Knochen mit Muskeln verbinden.","Ligaments connect bones to bones, whereas tendons connect bones to muscle."
"Ä, Ö und Ü sind Umlaute.","Ä, Ö and Ü are umlaut letters."
Ich halte ihn nicht für sehr intelligent.,I don't think he is very intelligent.
Es regnete immer mal wieder an diesem Nachmittag.,It was raining from time to time on this afternoon.
"Hasse die Sünde, nicht den Sünder.",Hate the sin not the sinner.
"Diese Pizza war so gut, dass ich fast geweint habe.","This pizza was so good, that I nearly cried."
99 Prozent der Anwälte geben dem Rest einen schlechten Namen.,99 percent of lawyers give the rest a bad name.
Ihre Familie konnte den Nazis entkommen und nach Großbritannien flüchten.,Her family managed to escape the Nazis and flee to Britain.
Warum müssen Hellseher nach deinem Namen fragen?,Why do psychics ask your name?
Das Schiff lief auf Grund.,The ship ran aground.
Die Bäume wiegen sich im Wind.,The trees are swaying in the wind.
Die Identität des Mannes wurde noch nicht veröffentlicht.,The man's identity has not yet been made public.
Napoleon marschierte 1812 in Russland ein.,Napoleon invaded Russia in 1812.
"Er sagte, dass dieses Verhalten inakzeptabel sei.",He said that this behaviour is unacceptable.
Enthält dieses Mundwasser Alkohol?,Does this mouthwash contain alcohol?
Rülpsen in der Öffentlichkeit gilt als unhöflich.,Burping in public is considered impolite.
"Der Auftrag der NATO besteht darin, Zivilisten zu schützen.",NATO's mandate is to protect civilians.
Die Villen haben einen direkten Strandzugang.,The villas have direct beach access.
"Gibt es einen Rettungsschwimmer, der Aufsicht hat?",Is there a life guard on duty?
Gibt es einen günstigen Zeitpunkt für einen Rückruf?,Is there a good time to call back?
Dieses Restaurant bietet authentisches japanisches Essen an.,This restaurant offers authentic Japanese food.
"Sie haben vor, das Testament anzufechten.",They are planning to contest the will. (objection raised against the validity of a will/testament)
"Ich wünschte, Kaffee würde so gut schmecken wie er riecht!",I wish coffee would taste as good as it smells!
Die meisten Erwachsenen haben vier Weisheitszähne.,Most adults have four wisdom teeth.
Fidel Castro herrschte ein halbes Jahrhundert lang über Kuba.,Fidel Castro ruled Cuba for half a century.
Warst du auf den Malediven?,Have you been to the Maldives?
"""Du bist der Grund, warum ich trinke"", schrie sie mit Tränen in den Augen.","""You are the reason I drink,"" she screamed with tears in her eyes."
Wie ist die Wasserqualität?,What is the quality of the water?
Der Urlaubsort ist ein tropisches Paradies.,The resort is a tropical paradise.
Wir gehen später in eine nahe gelegene Kneipe.,We will go to a nearby bar later.
"Kannst du mir helfen, diese Kiste hochzuheben?",Can you help me lift this box?
Sie ist eine unerträgliche Besserwisserin.,She is an insufferable know-it-all.
"Einige Christen glauben, dass Gott alles lenkt.",Some Christians believe that God is in control of everything.
In Teilen von Somalia hat es seit 2 Jahren nicht mehr geregnet.,Parts of Somalia have not seen any rainfall for 2 years.
Seine Schwiegermutter macht ihm das Leben schwer.,His mother-in-law is giving him a hard time.
"""Was für ein tolles Märchen"", dachte Fritzchen als ihm seine Mutter die Geschichte mit der sprechenden Schlange vorlas.","""What a great fairy tale,"" Fritzchen was thinking as his mother read the story of the talking snake to him."
Er ist aus moralischen und gesundheitlichen Gründen Vegetarier.,"He is a vegetarian, for moral and health reasons."
Er arbeitet in einem Hochsicherheitsgefängnis in Manchester.,He works in a high-security prison in Manchester.
In ihrem Land ist sie ein großer Star.,She is a big star in her country.
"Um die Datei herunterzuladen, klicken Sie hier.",Click here to download the file.
"Ich bin so erschöpft, dass ich meine Augen kaum aufhalten kann.",I'm so tired I can hardly keep my eyes open.
"""Ich bin nicht an Geld oder Ruhm interessiert"", sagte er.","""I'm not interested in money or fame,"" he said."
Meine Liebe zu dir ist bedingungslos.,My love for you is unconditional.
Die Zeugen Jehovas feiern keine Weihnachten.,Jehovah's Witnesses do not celebrate Christmas.
Er hat heute seine Kandidatur für das Präsidentschaftsamt bekanntgegeben.,Today he announced that he is running for president.
"""Das Phantom der Oper"" ist ein bekanntes Musical.","""The Phantom of the Opera"" is a famous musical."
Darf ich um Ihre Aufmerksamkeit bitten? Ich möchte gerne ein paar Worte sagen.,"Can I have your attention, please? I'd like to say a few words. (when starting a speech)"
Facebook ist ein soziales Netzwerk im Internet.,Facebook is an online social network.
Ist für Christen das Glücksspiel eine Sünde?,Is gambling a sin for Christians?
