Wir wünschen euch ein gutes neues Jahr!,We wish you a happy new year!
Der Künstler stellt sein Werk aus.,The artist exhibits his work.
Die Arbeitsbedingungen wurden verbessert.,Working conditions have improved.
Der Einbrecher drohte dem Polizisten.,The burglar threatened the policeman.
Der Rahmen ist aus Holz.,The frame is made of wood.
Ich schiebe den Kinderwagen.,I am pushing the pram.
Der Lehrer vermittelt Wissen.,The teacher conveys knowledge.
Ich begreife deine Entscheidung nicht.,I don't understand your decision.
Ich meine jemand anderen.,I am talking about somebody else.
Nichts tut für immer weh!,Nothing hurts forever!
Das Werk wird geschlossen.,The plant will be closed down.
Einen schönen Tag noch!,Have a good one!
Lassen Sie uns einen Termin vereinbaren.,Let's fix an appointment.
Unsere Wohnung befindet sich im Parterre.,Our flat is on the ground floor.
Dessen kannst du dir gewiss sein.,You can be sure of that.
Sie hat nur teure Dessous.,She only has expensive lingerie.
Wie hoch ist dein Lohn?,How much do you earn?
Haben Sie den Brief empfangen?,Have you received the letter?
Die Inhaltsangabe ist unvollständig.,The index is incomplete.
Diese Socken sind aus Wolle.,These socks are made of wool.
Sie trug ein lila Kleid.,She wore a purple dress.
Kopfsalat ist sehr gesund.,Lettuce is good for you.
Was nimmst du als Vorspeise?,Which starter do you want?
In welchem Bezirk wohnt er?,In which area does he live?
Heute weht ein kühler Wind.,There is a cool breeze blowing today.
Damit habe ich nicht gerechnet.,I did not expect that.
Der Schüler kann gut rechnen.,The student is good at doing sums.
Dieses Buch hat mir die Augen geöffnet!,This book has opened my eyes!
Wie macht man das am besten?,What's the best way to do that?
Der Kunde hat immer Recht.,The customer is always right.
Heute ist es wolkig.,Today it's cloudy.
Wir müssen unser Land verteidigen.,We must defend our country.
War meine Vermutung richtig?,Was my assumption right?
Werden Sie bedient?,"Are you being attended to? / Are you being served? (shop, restaurant)"
Er ist ein toller Tänzer.,He's a great dancer.
"Freut mich, Sie kennenzulernen!",Nice to meet you!
Nichts kann diese Tat entschuldigen!,Nothing can excuse this deed!
"Um zu spülen, ziehe diese Schnur.",To flush pull this cord.
Es war ein Vergnügen!,It's been a pleasure!
Er ist zu allem fähig.,He's capable of anything.
Das ist heutzutage nicht mehr üblich.,Nowadays this is no longer customary.
"""Ich habe mich erkältet!"" - ""Gute Besserung!""","""I have caught a cold!"" - ""Get well soon!"""
Schalte in einen höheren Gang!,Switch to a higher gear!
Du machst mich verlegen.,You are embarrassing me.
Treten Sie bitte ein!,"Do come in, please!"
Der Donner erschreckte den Hund.,The thunder scared the dog.
"""Wo ist Ihr Schreibtisch?"" - ""Dort drüben!""","""Where is your desk?"" - ""Over there!"""
Du musst unbedingt mitkommen!,You have to come along!
Die Gurke schmeckt etwas bitter.,The cucumber tastes a bit bitter.
Ist die Leitung immer noch besetzt?,Is the line still busy?
Seine Aussage stimmt.,His statement is true.
Wie schmecken die Heidelbeeren?,How do the blueberries taste?
"""Keine Bewegung!"", schrie der Polizist.","""Freeze!"" shouted the policeman."
Seit damals hat sich viel geändert.,A lot has changed since then.
Die Dinge haben sich verändert.,Things have changed.
Ihn hat eine Erkältung erwischt.,He got a cold.
Er klang verzweifelt.,He sounded desperate.
Er bat mich um Hilfe.,He asked me for help.
Er machte falsche Angaben.,He made false statements.
"Zu verkaufen: Babyschuhe, nie getragen.","For sale: Baby shoes, never worn."
Ist das ein Zitat von Helmut Kohl?,Is this a quote from Helmut Kohl?
Folgen Sie mir?,Are you following me?
"Ich glaube, ich habe mich erkältet.",I think I have caught a cold.
Sie führt ein außergewöhnliches Leben.,She leads an extraordinary life.
Das Essen ist köstlich!,The food is delicious!
Das riecht gut!,That smells good!
Haie können Angst wahrnehmen.,Sharks can sense fear.
Dieses Bett ist sehr bequem.,This bed is very comfortable.
"Glaube nicht alles, was du im Internet liest.",Don't believe everything you read on the Internet.
"Sie zeigte ihm, wie man tanzt.",She showed him how to dance.
Elefanten vergessen nie.,Elephants never forget.
Er hat kein Selbstvertrauen.,He doesn't have confidence.
Die Überraschung ist dir gelungen!,What a surprise! You got me there!
Vitamin D Mangel ist weit verbreitet.,Vitamin D deficiency is very common.
Wir ergänzen uns gegenseitig.,We complement each other.
Die neue Regierung will Start-ups fördern.,The new government wants to support start-ups.
Wer wird sein Taufpate?,Who will be his godfather?
Sie hörten aufmerksam zu.,They listened attentively.
Willst du diese Apfelsine?,Do you want this orange?
Ich liebe Quark mit Erdbeeren!,I love quark with strawberries!
Sei nicht so ängstlich!,Do not be so frightened!
Das ist mein Parkplatz!,This is my parking lot!
Diesen Absatz verstehe ich nicht.,I don't understand this paragraph.
Er ist im Esszimmer.,He's in the dining room.
Du bist genauso hübsch!,You're just as pretty!
Ich traf sie zufällig.,I met her by chance.
Wirkt die Medizin?,Does the medicine work?
Er ist unter der Dusche.,He's under the shower.
Kannst du bitte Staub wischen?,Could you please wipe the dust?
Wann bekomme ich meinen Anteil?,When will I get my share?
Wie hat sie reagiert?,How did she react?
"""Bist du soweit?"" - ""Ja, los geht's!""","""Are you ready?"" - ""Yes, let's go!"""
Das Gegenteil ist wahr!,The opposite is true!
Ich bin im Stress!,I'm stressed out!
Ist er schon fort?,Is he already gone?
Das war ein schönes Erlebnis!,This was a nice experience!
Er hat sich immerhin entschuldigt.,At least he apologised.
Er hat breite Schultern.,He has broad shoulders.
Diese Seife riecht sehr gut.,This soap smells very good.
Ich beneide dich!,I envy you!
Bist du mit ihr verwandt?,Are you related to her?
Ein Reifen ist plötzlich geplatzt.,A tyre suddenly burst.
Kannst du den Bildschirm sauber machen?,Can you clean the screen?
Worauf beziehst du dich?,What are you referring to?
Heute gibt es Salzkartoffeln.,Today we are having boiled potatoes.
Sie ist nicht zu ersetzen.,She can't be replaced.
Es kam zu gewalttätigen Auseinandersetzungen.,There were violent clashes.
Ärgere dich nicht!,Don't be upset!
Er hat bereits zugesagt!,He's already agreed!
Du bist schlau!,You are smart!
Das war ein aufregender Tag!,That was an exciting day!
Ich habe Schnupfen.,I have a cold.
Er hat es nicht absichtlich getan.,He didn't do it on purpose.
Er machte einen verwirrten Eindruck.,He made a confused impression.
Wie viele Kalorien hat dieser Joghurt?,How many calories does this yogurt have?
Was sagt der Wetterbericht?,What does the weather report say?
Die Gedanken sind frei!,Thoughts are free!
"""Hallo, ich bin Hans!"" - ""Sehr erfreut! Ich bin Dieter!""","""Hello, I'm Hans!"" - ""Pleased to meet you! I'm Dieter!"""
"""Guten Rutsch!"" - ""Danke! Dir auch!""","""Happy New Year!"" - ""Thank you! Same to you!"""
Was sollen wir hinterher machen?,What should we do afterwards?
Jacks Frau ist sehr konservativ.,Jack's wife is very conservative.
Werden Sie eine Krankenversicherung anbieten?,Will you provide medical insurance?
Hast du Pläne für Silvester?,Do you have any plans for New Year's Eve?
Trink nicht auf nüchternen Magen!,Don't drink on an empty stomach!
Sie hat 6 Kinder von 5 verschiedenen Männern.,She has 6 children from 5 different men.
Ich lese einen Roman.,I'm reading a novel.
Seid nett zu einander.,Be kind to each other.
Soll ich meine Schuhe ausziehen?,Should I take my shoes off?
Sie ist nicht sehr geduldig.,She isn't very patient.
"Der erste Film, den ich in 3D gesehen habe, war Avatar.",The first movie I've seen in 3D was Avatar.
Ich bin wegen dem Vorstellungsgespräch hier.,I'm here for the job interview.
Gib die Hoffnung nicht auf!,Don't give up hope!
Kannst du das Abendessen vorbereiten?,Can you prepare supper?
Großvaters Gedächtnis wird immer schlimmer.,Grandfather's memory is getting worse.
Er arbeitet für den Geheimdienst.,He works for the secret service.
Diese Autobahn hat vier Spuren.,This motorway has 4 lanes.
Gefällt dir die Party?,Are you enjoying the party?
Haben Sie eine Visitenkarte?,Do you have a business card?
Klingelt das Telefon?,Is the phone ringing?
Er ist mein Halbbruder.,He is my half-brother.
Er wird ausziehen.,He will move out.
Er ist ausgezogen.,He's moved out.
Hunde sind immer zufrieden.,Dogs are always happy.
"""Lass Britney in Ruhe"", sagte er weinend.","""Leave Britney alone,"" he cried."
Ich hasse Spinnen und Wespen.,I hate spiders and wasps.
Ich sehe die Nachrichten jeden Tag.,I watch the news every day.
Die Leute hier sind sehr freundlich.,The people here are very friendly.
Ecuador exportiert viele Bananen.,Ecuador exports a lot of bananas.
Unser Haus hat zwei Gästezimmer.,Our house has 2 guest rooms.
Ecuador hat ihm Asyl gewährt.,Ecuador has granted him asylum.
Der Anzug passt mir sehr gut.,The suit fits me very well.
Sie ist nie für lange Zeit ohne Freund.,She is never without a boyfriend for long.
Klettern ohne Seile ist gefährlich.,Climbing without ropes is dangerous.
Wir waren nur für eine Nacht in diesem Hotel.,We only stayed for one night in this hotel.
Dieses Kissen ist sehr hart.,This pillow is very hard.
Avocado ist reich an Eiweiß.,Avocado is rich in protein.
Der Fußboden ist sauber,The floor is clean.
Ich habe Jack vorgestern getroffen.,I've met Jack the day before yesterday.
Der Feind meines Feindes ist mein Freund.,The enemy of my enemy is my friend.
Das Huhn hat ein Ei gelegt.,The hen has laid an egg.
Mein Sohn wurde zu früh geboren.,My son was born prematurely.
Sie bügelt seine Kleidung.,She is ironing his clothes.
Kann ich dich umarmen?,Can I give you a hug?
Hast du deine Zähne geputzt?,Did you brush your teeth?
Rauche nicht in der Scheune!,Don't smoke in the barn!
Sie haben sich verlobt.,They got engaged. (marriage)
Er wurde lebend gefangen.,He was captured alive.
Ihre Hochzeit wurde verschoben.,Their wedding has been postponed.
Ein Bäcker muss früh aufstehen.,A baker needs to get up early.
Sokrates war ein griechischer Philosoph.,Socrates was a Greek philosopher.
Werden wir bald ankommen?,Will we be arriving soon?
Die Zukunft liegt in deinen Händen.,The future is in your hands.
"Ruhe in Frieden, Lemmy!","Rest in Peace, Lemmy!"
Kennst du einen guten Immobilienmakler?,Do you know a good estate agent?
Das wäre zu aufwendig!,That would be too time-consuming!
Pass auf - da ist eine Pfütze!,Be careful - there's a puddle!
Sie fordern bessere Arbeitsbedingungen.,They demand better working conditions.
Hast du schon die Nachrichten gesehen?,Have you seen the news already?
Wir brauchen ein größeres Boot.,We're gonna need a bigger boat.
Ich war übrigens schon einkaufen.,"By the way, I was already shopping."
Könnte ich den Mietvertrag sehen?,Could I see the tenancy agreement?
Sie machte ihm keine Vorwürfe.,She did not blame him.
Das war reiner Zufall!,That was pure coincidence!
Ist diese Impfung notwendig?,Is this vaccination necessary?
Könnten Sie das näher erläutern?,Could you elaborate?
Ist die Türklingel kaputt?,Is the doorbell broken?
Ich habe zwei Halbgeschwister.,I have two half siblings.
Pass auf! Diese Kreuzung ist gefährlich.,Pay attention! This junction is dangerous.
Wir müssen Staub wischen.,We need to wipe the dust.
Mittlerweile vertraue ich dir wieder.,Now I trust you again.
Du bist mein Held!,You are my hero!
Ich habe Vorfahrt!,It's my right of way!
Wir schaffen das!,We can make it!
Das Spiel geht gleich los.,The game is about to start.
Glücklicherweise hatte er einen Regenschirm.,Fortunately he had an umbrella.
Übung macht den Meister.,Practice makes perfect.
"Ich wünschte, es wäre so einfach.",I wish it would be that easy.
Diese Website wird immer besser.,This web site gets better and better.
"Ich bin nur glücklich, wenn es regnet.",I'm only happy when it rains.
Hast du immer noch Hunger?,Are you still hungry?
Ich werde es mir überlegen.,I'll think about it.
Danke für deine Ehrlichkeit.,Thank you for your honesty.
Ich sammle Briefmarken.,I collect stamps.
Was steht auf dem Zettel?,What does it say on the note?
Das ist eine vernünftige Entscheidung.,That is a sensible decision.
Das Klo ist außer Betrieb.,The toilet is out of service.
Morgens esse ich immer Müsli.,In the morning I always eat muesli.
Diese Datteln schmecken köstlich.,These dates are delicious.
Er ist immer sehr höflich.,He is always very polite.
Mein Schwiegersohn hat morgen Geburtstag.,My son-in-law's birthday is tomorrow.
Da kannst du Gift drauf nehmen!,You can bet your life on that!
Lügen haben kurze Beine.,Lies have short legs. (the truth will come out eventually)
Ich drücke dir die Daumen!,I'll keep my fingers crossed for you!
Ich habe den Überblick verloren.,I've lost track.
Der Arzt fühlte seinen Puls.,The doctor felt his pulse.
Pass auf! Er ist heute schlecht gelaunt.,Be careful! He is in a bad mood today.
Muss ich hier umsteigen?,Do I have to change trains here?
Opa wohnt im Dachgeschoss.,Grandad lives in the attic.
Worum geht es denn?,What is it about then?
Die Wanne ist voll.,The bathtub is full.
Unsere Katze hat sich verliebt!,Our cat is in love!
Abwarten und Tee trinken!,Let's wait and see!
Sie treibt keinen Sport.,She doesn't do sports.
Du bist leider nicht mein Typ.,Unfortunately you are not my type.
Wir müssen unseren Energieverbrauch senken.,We have to lower our energy consumption.
Dieses Klima vertrage ich nicht.,This climate doesn't really agree with me.
Meeresfrüchte vertrage ich nicht.,I can't eat seafood.
Willst du tauschen?,Do you want to swap?
Sie waren zum Scheitern verurteilt.,They were doomed to failure.
Willst du eine Zeitschrift lesen?,Do you want to read a magazine?
Wir sind in die falsche Richtung gegangen.,We've been walking into the wrong direction.
"""Gute Reise!"", sagte er und winkte.","""Have a good trip!"" he said and waved."
Er verbringt zuviel Zeit auf reddit.,He spends too much time on reddit.
Dein Wunsch ist mir Befehl!,Your wish is my command!
Gute Heimfahrt!,Have a safe trip home!
Die Pflicht ruft.,Duty calls.
Sind Sie soweit?,Are you ready?
Ich vergebe dir.,I forgive you.
Die Zeit drängt!,Time is short!
Kann dieser Papagei sprechen?,Can this parrot speak?
Sie denkt immer voraus.,She always thinks ahead.
Bist du einverstanden?,Do you agree? / Are you OK with that?
Wir müssen zuerst Geld abheben.,We have to withdraw money first.
Diese Hütte ist sehr gemütlich.,This cottage is very cosy.
Hat sie mich erwähnt?,Did she mention me?
Wer will mich vertreten?,Who wants to represent me?
Du bist nicht dick!,You are not fat!
Shakiras Hüften lügen nicht.,Shakira's hips don't lie.
Hast du ein Taschentuch für mich?,Do you have a tissue for me?
Frierst du?,Are you cold?
Willst du mitmachen?,Do you want to take part?
Er fängt bald eine Lehre an.,Soon he'll start an apprenticeship.
Selbstverständlich werden wir euch helfen!,Of course we'll help you!
Die Turnschuhe sind im Kofferraum.,The sneakers are in the trunk.
Er ist geschieden.,He is divorced.
Meine Schwägerin kommt aus Japan.,My sister-in-law is Japanese.
Habe ich Anspruch auf Arbeitslosengeld?,Am I entitled to unemployment benefits?
Deutschland hat die Weltmeisterschaft gewonnen!,Germany has won the World Cup!
Wieso ignorierst du mich?,Why are you ignoring me?
Ist er single?,Is he single?
Unter der Woche habe ich keine Zeit.,During the week I don't have time.
Kannst du mir den Computer einrichten?,Could you set up my computer?
Honig ist sehr lange haltbar.,Honey keeps very long. (long expire date)
Hörst du die Glocken?,Do you hear the bells?
Wie viele Enkel haben Sie?,How many grandchildren do you have?
Das Auto versagte seinen Dienst.,The car broke down. (refused its service)
Kannst du die Kartoffeln schälen?,Could you peel the potatoes?
Wieso schweigst du?,Why are you quiet?
Das war ein deutlicher Sieg.,That was a clear victory.
Wo traf ihn die Kugel?,Where did the bullet hit him?
Alle Töpfe sind schmutzig.,All the pots are dirty.
Willst du Apfelsaft oder Orangensaft?,Do you want apple juice or orange juice?
So gut wie keiner kam.,Almost nobody came.
Werden wir siegen?,Will we win?
Soll ich dir belegte Brot machen?,Should I make you some sandwiches?
"""Pass auf! Der Herd ist heiß!""","""Be careful! The stove is hot!"""
"""Ich möchte vorn sitzen"", sagte er.","""I want to sit in front,"" he said."
Wir gehen Holz sammeln.,We are going to gather wood.
Das Waschbecken muss gereinigt werden.,The sink has to be cleaned.
Er fühlte keine Scham.,He didn't feel any shame.
"""Bis dann!"", sagte er und winkte.","""See you later!"" he said and waved."
"""Willst du spazieren gehen?"" - ""Ja klar!""","""Do you want to take a walk?"" - ""Yes of course!"""
Fühlst du dich besser?,Are you feeling better? (after illness)
Kannst du bitte dein Zimmer aufräumen?,Could you tidy up your room?
Kann ich eine Probe haben?,Could I have a sample?
Er hat seine Pflicht getan.,He has done his duty.
Du musst deine Schüchternheit überwinden!,You have to overcome your shyness!
So etwas hat er noch nie erlebt.,He's never experienced such a thing.
"""Aua! Suárez hat mich gebissen!""","""Ouch! Suárez bit me!"""
"""Entschuldigung für die Verspätung!"" - ""Das macht nichts!""","""Sorry for the delay!"" - ""That's OK!"""
"""Guten Appetit!"", sagte die Bedienung.","""Enjoy your meal!"" said the waitress/waiter."
Reg dich nicht darüber auf!,Don't be upset about it!
"""Auf Wiederhören!"", sagte er und legte auf.","""Goodbye!"" he said and hung up the phone."
Neid ist keine gute Eigenschaft.,Envy is not a good trait.
Wo hast du dich versteckt?,Where are you hiding?
Wir müssen die Umwelt schützen.,We have to protect the environment.
Warum fragst du ihn nicht selbst?,Why don't you ask him yourself?
Willst du kuscheln?,Do you want to cuddle?
Ich bin satt.,I'm full.
Welche Währung hat Zypern?,What currency does Cyprus have?
Wir sitzen in der ersten Reihe.,We are sitting in the first row.
Er benutzt eine elektrische Zahnbürste.,He uses an electric toothbrush.
Das Handtuch ist nass.,The towel is wet.
Kannst du mich begleiten?,Could you accompany me?
"""Hast du eine Minute Zeit?"" - ""Was gibt's?""","""Do you have a minute?"" - ""What's up?"""
Auf geht's! Gehen wir zum Oktoberfest!,Come on! Let's go to the beer festival!
Was ist in diesem Behälter?,What's inside this container?
Er hat ein sehr männliches Kinn.,He has a very masculine chin.
Das war nicht meine Absicht.,That wasn't my intention.
Vermutlich ist das Rohr verstopft.,Probably the pipe is clogged.
Der Fahrstuhl ist defekt.,The lift is broken.
Ich übernehme die Kosten.,I'll take over the costs.
Meine Kusine hat morgen Geburtstag.,My (female) cousin's birthday is tomorrow.
Heute Abend essen wir Forelle.,Tonight we'll eat trout.
Ich möchte eine Anzeige aufgeben.,I would like to place an advert.
Diese Feigen schmecken sehr süß.,These figs are very sweet.
"""Kannst du die Wäsche aufhängen, Schatz?""","""Can you hang the laundry, darling?"""
Gib mir einen Kuss!,Give me a kiss!
Die Menge tobt.,The crowd is roaring/rioting.
Was habt ihr beschlossen?,What did you decide?
Weshalb kommt das immer wieder vor?,Why does this keep happening?
Sie sehnen sich nach Frieden.,They long for peace.
Wie lautet sein Nachname?,What is his surname?
Kannst du mir den Bademantel bringen?,Can you bring me the bathrobe?
Willst du ein Plätzchen?,Do you want a cookie?
"""Beeilung! Wir müssen jetzt los!""","""Hurry up! We have to go now!"""
Paris ist ein beliebtes Reiseziel.,Paris is a popular travel destination.
Ein Verwandter von mir ist Apotheker.,A relative of mine is a pharmacist.
Was hälst du von seinem Verhalten?,What do you think of his behaviour?
"""Gut gemacht!"", sagte er anerkennend.","""Well done!"" he said appreciatively."
Alkohol schadet der Leber.,Alcohol damages the liver.
Die Hoffnung stirbt zuletzt.,Hope is the last to die.
Schreibt man das mit ß oder ss?,Do you write that with ß or ss?
Ich verwende Salz häufiger als Pfeffer.,I use salt more often than pepper.
"""Wann essen wir zu Mittag?""","""When do we have lunch?"""
Meine Nase ist verstopft.,My nose is blocked.
"""Alles Gute zum Geburtstag!"", sagte sie fröhlich.","""Happy birthday!"" she said happily."
"""Wie läuft's?"", fragte er neugierig.","""How's it going?"" he asked curiously."
"""Nichts zu danken!"", antwortete er fröhlich.","""You are welcome!"" he answered cheerfully."
"""Könnte ich bitte zwei Gabeln haben?""","""Could I have two forks, please?"""
"""Heute essen wir Muscheln!""","""Today we are eating clams!"""
"""Halt!"", sagte der Polizist.","""Stop!"" said the policeman."
"""Um Gottes willen! Tu das bloß nicht!""","""For heaven's sake! Don't do that!"""
Er ist eigentlich ein netter Kerl.,He is actually a nice guy.
"""Pst! Bitte sei still!""","""Hush! Please be quiet!"""
Diese Strickjacke hält mich warm.,This cardigan keeps me warm.
Wissen ist Macht.,Knowledge is power.
Ich habe einen braunen Gürtel gekauft.,I bought a brown belt.
Ich habe Schmerzen im Nacken.,I have pain in the neck.
Die Rolltreppe ist wieder kaputt.,The escalator is broken again.
Das Bett ist zu klein für mich.,The bed is too small for me.
Könnte ich Kartoffeln statt Reis haben?,Could I have potatoes instead of rice?
Sie lassen niemals einen Mann zurück.,They never leave a man behind.
Ein Indianer kennt keinen Schmerz.,An Indian knows no pain. (said especially to children when they need to be brave)
Udo liebt griechischen Wein.,Udo loves Greek wine.
Niemand steht über dem Gesetz.,Nobody is above the law.
Mein Aufsatz hat noch keine Überschrift.,My essay doesn't have a title yet.
Dieses Buch ist eine Offenbarung.,This book is a revelation.
Willst du mit mir duschen?,Would you like to take a shower with me?
Er hat es sich anders überlegt.,He has changed his mind.
Er hat sich den Fuß gebrochen.,He broke his foot.
Wen willst du anstellen?,Whom do you want to employ?
Das stimmt überhaupt nicht!,That is not true at all!
Der Papst lebt in Rom.,The pope lives in Rome.
Gehen Sie über den Zebrastreifen.,Use the pedestrian crossing.
Tränen lügen nicht.,Tears don't lie.
Der Schnee schmilzt.,The snow is melting.
Mein Hochzeitstag war wundervoll.,My wedding day was wonderful.
Russische Winter sind sehr kalt.,Russian winters are very cold.
Sie singen völlig schief.,They are singing totally out of tune.
Der Pfad ist schmal.,The path is narrow.
Wie weit ist es bis zum Strand?,How far is it to the beach?
Leonardo da Vinci war ein Genie.,Leonardo da Vinci was a genius.
Ist das echtes Gold?,Is this real gold?
Wir müssen jetzt eine Entscheidung treffen.,We need to make a decision now.
Ankara ist die Hauptstadt der Türkei.,Ankara is the capital of Turkey.
Er melkt die Kühe jeden Tag.,He milks the cows every day.
Wir müssen zum Supermarkt gehen.,We have to go to the supermarket.
Was möchtest du zum Mittagessen?,What do you want for lunch?
Hat es Ihren Kunden gefallen?,Did your clients like it?
"Er lernte zu laufen, als er erst 9 Monate alt war.",He learnt to walk when he was only 9 months old.
"Lass mich dir zeigen, wie es gemacht wird.",Let me show you how to do it.
Tom springt gerne auf Sofas.,Tom likes to jump on sofas.
Es gibt regelmäßige Flüge.,There are regular flights.
Wann warst du das letzte Mal dort?,When was the last time you went there?
Ein Visum ist nicht erforderlich.,A visa is not required.
Ich bin süchtig nach Käse!,I'm addicted to cheese!
Ich werde dein Hemd bügeln.,I'll iron your shirt.
Er verlor im Krieg beide Beine.,He lost both legs in the war.
Ich stehe im Stau.,I'm stuck in traffic.
Möchtest du noch einen Kaffee?,Would you like another coffee?
Er war betrunken.,He was drunk.
Er hat seinen Job verloren.,He lost his job.
Ich habe gerade diesen Aufsatz geschrieben.,I just wrote this essay.
Wo ist die nächste Apotheke?,Where is the nearest pharmacy?
Er hat nur einmal in seinem Leben geweint.,He only cried once in his life.
Die Welt verändert sich schnell.,The world changes fast.
Jason ist ein amerikanischer Internetunternehmer.,Jason is an American Internet entrepreneur.
Die Party ist vorbei.,The party is over.
Zwei Journalisten wurden in Misrata getötet.,Two journalists were killed in Misrata.
Er ist ein Genie.,He is a genius.
Ich verstehe den Witz nicht.,I don't understand the joke.
Eine Stunde hat 60 Minuten.,There are 60 minutes in one hour.
Ich kann heute nicht zur Arbeit kommen. Es geht mir nicht gut.,I can't come to work today. I don't feel well.
Schottland hat sein eigenes Parlament.,Scotland has its own Parliament.
Er hat gute Laune.,He is in a good mood.
Ihr Visum ist abgelaufen.,You overstayed your visa.
Seine Frau ist schwanger.,His wife is pregnant.
Er ist ein Journalist.,He's a journalist.
Die Flüchtlinge leben in Zelten.,The refugees are living in tents.
Sie waren gut vorbereitet.,They were well prepared.
Ich habe Hunger.,I'm hungry.
Ich esse kein Schweinefleisch.,I don't eat pork.
Sie hat einen beeindruckenden Lebenslauf.,She has an impressive résumé.
Du machst mich wahnsinnig!,You are driving me insane!
Sie mussten Tag und Nacht arbeiten.,They had to work day and night.
Die Krankenschwester wird die Wunde reinigen.,The nurse will clean the wound.
Wir müssen uns besser organisieren.,We need to be more organised.
Existiert Gott?,Does God exist?
Sei vorsichtig! Verletz dich nicht!,Be careful! Don't injure yourself!
Dieser Ring ist wunderschön!,This ring is beautiful!
Vielleicht hat sie Recht.,Maybe she's right.
Ich freue mich auf deinen Besuch!,I look forward to your visit!
Ich würde gerne eine Frage stellen.,I'd like to ask a question.
Mary kichert.,Mary giggles.
New York ist voller Ratten.,New York is full of rats.
Wir warten schon seit über einer Stunde.,We have been waiting for over an hour.
Er wurde von hinten angegriffen.,He was attacked from behind.
Wo ist Papa?,Where's dad?
Die Mädchen kichern.,The girls are giggling.
Der Boiler ist kaputt.,The boiler is broken. (boiler in the house)
Warum bellt der Hund?,Why is the dog barking?
Orangen enthalten viel Vitamin C.,Oranges contain a lot of vitamin C.
Die Klimaanlage ist kaputt.,The air conditioning is broken.
Sie wollen ein Haus am Meer.,They want a house by the beach.
Sie hat ihn heimlich geheiratet.,She secretly married him.
Ihr Reisepass ist abgelaufen.,Your passport is out-of-date.
Audrey Hepburn bevorzugte ein ruhiges Leben.,Audrey Hepburn preferred a quiet life.
Bitte leg nicht auf!,"Don't hang up the telephone, please!"
Erdbeben kommen in Japan oft vor.,Earthquakes happen often in Japan.
Wir haben mehrere Haustiere.,We have several pets.
Du hast eine wunderschöne Stimme!,You have a lovely voice!
Das ist ein spannender Film.,This is an exciting movie.
Seine Meinung ist mir egal.,I'm not interested in his opinion.
Das Baby hat noch keinen Namen.,The baby doesn't have a name yet.
Kannst du ein Musikinstrument spielen?,Can you play a musical instrument?
Bist du einsam?,Are you lonely?
Jedes Jahr besuchen Millionen von Menschen Hawaii.,Millions of people visit Hawaii each year.
Deine Ohrringe gefallen mir!,I like your earrings!
Sie ist sehr frech.,She is very cheeky.
Der Bus hat Verspätung.,The bus is late.
Alle unsere Bemühungen waren vergeblich.,All our efforts were in vain.
Sie ist taub.,She's deaf.
